"Date","Price","Open","High","Low","Change %"
"07/08/2022","16.49","17.02","17.02","16.49","17.87%"
"07/07/2022","13.99","14.02","14.02","13.99","0.07%"
"07/06/2022","13.98","14.01","14.01","13.98","-0.43%"
"07/05/2022","14.04","10.54","14.04","10.54","7.92%"
"07/04/2022","13.01","12.54","13.07","12.54","-0.46%"
"07/01/2022","13.07","13.04","13.07","13.04","0.08%"
"06/30/2022","13.06","13.02","13.06","13.02","0.15%"
"06/29/2022","13.04","13.03","13.04","13.03","0.23%"
"06/28/2022","13.01","12.61","13.01","12.61","0.08%"
"06/27/2022","13.00","13.01","13.01","13.00","-0.08%"
"06/24/2022","13.01","13.01","13.01","13.01","-0.23%"
"06/23/2022","13.04","12.01","13.04","12.01","8.04%"
"06/22/2022","12.07","12.04","12.07","12.04","9.53%"
"06/21/2022","11.02","11.21","11.21","11.02","0.18%"
"06/20/2022","11.00","10.91","11.00","10.91","0.00%"
"06/17/2022","11.00","10.61","11.00","10.61","-0.18%"
"06/16/2022","11.02","11.01","11.02","11.01","-0.54%"
"06/15/2022","11.08","11.03","11.08","11.03","0.82%"
"06/14/2022","10.99","11.00","11.00","10.99","0.46%"
"06/13/2022","10.94","10.98","10.98","10.94","0.00%"
"06/10/2022","10.94","11.01","11.01","10.94","-0.55%"
"06/09/2022","11.00","11.01","11.01","11.00","-0.09%"
"06/08/2022","11.01","11.01","11.01","11.01","-0.18%"
"06/07/2022","11.03","11.01","11.03","11.01","0.36%"
"06/06/2022","10.99","11.02","11.02","10.99","-0.09%"
"06/03/2022","11.00","11.01","11.01","11.00","-0.18%"
"06/02/2022","11.02","11.02","11.02","11.02","0.36%"
"06/01/2022","10.98","11.01","11.01","10.98","-0.18%"
"05/31/2022","11.00","11.00","11.00","11.00","0.09%"
"05/30/2022","10.99","11.02","11.02","10.99","-0.27%"
"05/27/2022","11.02","11.02","11.02","11.02","0.09%"
"05/26/2022","11.01","13.01","13.01","11.01","-15.44%"
"05/25/2022","13.02","13.02","13.02","13.02","-0.23%"
"05/24/2022","13.05","13.02","13.05","13.02","0.38%"
"05/23/2022","13.00","13.01","13.01","13.00","-0.31%"
"05/20/2022","13.04","13.02","13.04","13.02","0.00%"
"05/19/2022","13.04","13.02","13.04","13.02","0.08%"
"05/18/2022","13.03","13.02","13.03","13.02","0.39%"
"05/17/2022","12.98","13.01","13.01","12.98","-0.38%"
"05/16/2022","13.03","13.02","13.03","13.02","0.23%"
"05/13/2022","13.00","13.62","13.62","13.00","-0.38%"
"05/12/2022","13.05","13.02","13.05","13.02","0.15%"
"05/11/2022","13.03","13.02","13.03","13.02","0.08%"
"05/10/2022","13.02","13.01","13.02","13.01","-0.31%"
"05/09/2022","13.06","13.02","13.06","13.02","0.38%"
"05/06/2022","13.01","13.01","13.01","13.01","0.15%"
"05/05/2022","12.99","13.01","13.01","12.99","-0.46%"
"05/04/2022","13.05","13.01","13.05","13.01","0.23%"
"05/03/2022","13.02","13.02","13.02","13.02","0.08%"
"05/02/2022","13.01","13.01","13.01","13.01","0.08%"
"04/29/2022","13.00","13.02","13.02","13.00","0.00%"
"04/28/2022","13.00","13.01","13.01","13.00","0.00%"
"04/27/2022","13.00","13.01","13.01","13.00","-0.31%"
"04/26/2022","13.04","13.00","13.04","13.00","0.00%"
"04/25/2022","13.04","13.04","13.04","13.04","0.23%"
"04/22/2022","13.01","13.00","13.01","13.00","0.15%"
