country,date,sentiment_gdelt,sentiment_climatebert,sentiment_std,article_count,pct_positive,pct_negative
Indonesia,2023-10-31,0.04180929410061033,0.0,0.3632872741159498,37,0.6486486486486487,0.35135135135135137
Indonesia,2023-11-01,-0.05853686651362928,0.0,0.49195249658118156,41,0.5365853658536586,0.4146341463414634
Indonesia,2023-11-02,-0.10923723792799703,0.0,0.39652797751847,49,0.3673469387755102,0.5918367346938775
Indonesia,2023-11-03,-0.20238944024851957,0.0,0.38569496893548183,29,0.3103448275862069,0.6896551724137931
Indonesia,2023-11-04,-0.0285659056509193,0.0,0.32421545094885157,20,0.6,0.35
Indonesia,2023-11-05,-0.058619912207318,0.0,0.47469669061537373,15,0.4666666666666667,0.4666666666666667
Indonesia,2023-11-06,-0.03742545564336719,0.0,0.3392006661971363,43,0.4186046511627907,0.46511627906976744
Indonesia,2023-11-07,-0.07182618120140709,0.0,0.4718627362805447,42,0.47619047619047616,0.5238095238095238
Indonesia,2023-11-08,-0.008457134513443083,0.0,0.3457809236590834,36,0.4166666666666667,0.4722222222222222
Indonesia,2023-11-09,0.013073659932937855,0.0,0.34116016891115325,43,0.5813953488372093,0.37209302325581395
Indonesia,2023-11-10,-0.052259388917429726,0.0,0.3128052974755634,46,0.4782608695652174,0.4782608695652174
Indonesia,2023-11-11,0.10791694779396421,0.0,0.4559828111423695,21,0.5714285714285714,0.42857142857142855
Indonesia,2023-11-12,-0.03516880643189097,0.0,0.4583618904364351,28,0.5714285714285714,0.39285714285714285
Indonesia,2023-11-13,-0.035874166849500864,0.0,0.3508160507535987,46,0.45652173913043476,0.5217391304347826
Indonesia,2023-11-14,0.04223598542441977,0.0,0.3355101593194744,49,0.5306122448979592,0.4489795918367347
Indonesia,2023-11-15,-0.04473099793455192,0.0,0.37692206620830393,34,0.38235294117647056,0.6176470588235294
Indonesia,2023-11-16,-0.07603673848916716,0.0,0.40083273445725554,40,0.375,0.575
Indonesia,2023-11-17,-0.051031680258243506,0.0,0.32161767782169914,42,0.47619047619047616,0.4523809523809524
Indonesia,2023-11-18,0.09946031809246968,0.0,0.48795546659875,18,0.6111111111111112,0.2777777777777778
Indonesia,2023-11-19,-0.1991023757086473,0.0,0.42533210425009044,18,0.2777777777777778,0.7222222222222222
Indonesia,2023-11-20,0.0208424045713409,0.0,0.3427542685552691,37,0.4594594594594595,0.4594594594594595
Indonesia,2023-11-21,-0.0447105819971634,0.0,0.3911285262596702,42,0.47619047619047616,0.4523809523809524
Indonesia,2023-11-22,-0.03658578611821505,0.0,0.40337198030670146,35,0.45714285714285713,0.5142857142857142
Indonesia,2023-11-23,-0.02106673553196262,0.0,0.4470776986191399,34,0.4411764705882353,0.5588235294117647
Indonesia,2023-11-24,0.02672544024307237,0.0,0.3576810402228396,31,0.5806451612903226,0.3870967741935484
Indonesia,2023-11-25,-0.15041665260046783,0.0,0.4685960289482058,16,0.4375,0.5625
Indonesia,2023-11-26,-0.0264641261360322,0.0,0.44491552494554865,19,0.5263157894736842,0.47368421052631576
Indonesia,2023-11-27,-0.031352321950616165,0.0,0.4205022522070423,30,0.6,0.36666666666666664
Indonesia,2023-11-28,0.04508981983629559,0.0,0.37069389755057025,39,0.48717948717948717,0.4358974358974359
Indonesia,2023-11-29,-0.10047186206171368,0.0,0.49206355456586437,30,0.4666666666666667,0.5333333333333333
Indonesia,2023-11-30,0.08608344078736072,0.0,0.3068336467282642,27,0.48148148148148145,0.4074074074074074
Indonesia,2023-12-01,0.014246773159332767,0.0,0.36735458029444895,29,0.5172413793103449,0.41379310344827586
Indonesia,2023-12-02,-0.11277030589206091,0.0,0.4608902032387098,23,0.34782608695652173,0.6521739130434783
Indonesia,2023-12-03,-0.017463839724626982,0.0,0.4095662146175693,30,0.6,0.4
Indonesia,2023-12-04,-0.050940900277418946,0.0,0.34651276350366117,35,0.45714285714285713,0.5142857142857142
Indonesia,2023-12-05,-0.09638303967141865,0.0,0.45702687061941816,37,0.3783783783783784,0.5675675675675675
Indonesia,2023-12-06,0.004026129151069495,0.0,0.4812176300833013,43,0.5581395348837209,0.4186046511627907
Indonesia,2023-12-07,0.010832571500718946,0.0,0.41801462069141987,50,0.5,0.48
